,Unnamed: 0_x,applicant_id,first_name_x,last_names_x,Psychometrics,Presentation,Date,Location,Unnamed: 0_y,first_name_y,last_names_y,date,self_development,geo_flex,financial_support_self,result,course_interest
2452,3266,19070225,ANGELICA,NEISSEN,53,17,2019/07/31,1,461,Angelica,Neissen,2019/07/31,Yes,Yes,Yes,Fail,Business
2453,3267,19070245,LANGSTON,ADAMSKI,54,23,2019/07/31,1,474,Langston,Adamski,2019/07/31,Yes,Yes,Yes,Pass,Engineering
2454,3268,19070251,AMERIGO,HEYS,51,26,2019/07/31,1,476,Amerigo,Heys,2019/07/31,Yes,Yes,Yes,Pass,Engineering
2455,3270,19070263,NATALIE,NORWICH,54,17,2019/07/31,1,485,Natalie,Norwich,2019/07/31,Yes,Yes,Yes,Pass,Data
2456,3271,19070306,BENJAMIN,CHASTAND,54,24,2019/07/31,1,513,Benjamin,Chastand,2019/07/31,Yes,Yes,Yes,Pass,Engineering
2457,3272,19070325,ELSWORTH,BENDTSEN,51,23,2019/07/31,1,526,Elsworth,Bendtsen,2019/07/31,Yes,Yes,Yes,Pass,Engineering
2458,3274,19070380,REGINA,CALVER,58,16,2019/07/31,1,560,Regina,Calver,2019/07/31,Yes,Yes,Yes,Pass,Data
2459,3275,19070404,KARLA,WINDRIDGE,61,21,2019/07/31,1,579,Karla,Windridge,2019/07/31,Yes,No,Yes,Fail,Business
2460,3276,19070405,LANNIE,MINISTER,68,24,2019/07/31,1,580,Lannie,Minister,2019/07/31,Yes,Yes,Yes,Pass,Data
2461,3277,19070429,TOWNY,POVALL,60,19,2019/07/31,1,596,Towny,Povall,2019/07/31,Yes,No,Yes,Fail,Data
2462,3278,19070434,JOLETTA,KALINOWSKY,51,25,2019/07/31,1,598,Joletta,Kalinowsky,2019/07/31,Yes,Yes,Yes,Pass,Business
2463,3279,19070438,SIMONETTE,MAWSON,61,24,2019/07/31,1,602,Simonette,Mawson,2019/07/31,Yes,Yes,Yes,Pass,Data
2464,3280,19070452,MILLY,ISON,59,21,2019/07/31,1,611,Milly,Ison,2019/07/31,Yes,Yes,Yes,Pass,Engineering
2465,3281,19070455,CON,HAXLEY,50,23,2019/07/31,1,613,Con,Haxley,2019/07/31,Yes,Yes,Yes,Pass,Data
2466,3282,19070456,BRYANTY,GREENACRE,53,23,2019/07/31,1,614,Bryanty,Greenacre,2019/07/31,Yes,Yes,Yes,Pass,Business
2467,3283,19070457,VIVIANNE,SHILLS,53,20,2019/07/31,1,615,Vivianne,Shills,2019/07/31,Yes,Yes,Yes,Pass,Data
2468,3284,19070460,RENADO,BULFOOT,65,18,2019/07/31,1,616,Renado,Bulfoot,2019/07/31,Yes,No,Yes,Fail,Engineering
2469,3285,19100031,JANNA,WIFFIELD,59,20,2019/10/31,0,2333,Janna,Wiffield,2019/10/31,No,Yes,Yes,Fail,Business
2470,3287,19100077,FAIR,LUCIA,53,24,2019/10/31,0,2358,Fair,Lucia,2019/10/31,Yes,Yes,Yes,Pass,Engineering
2471,3288,19100083,HOMER,SEBBORN,54,24,2019/10/31,0,2362,Homer,Sebborn,2019/10/31,Yes,Yes,Yes,Pass,Business
2472,3289,19100112,PHILLIP,HEADECH,54,16,2019/10/31,0,2381,Phillip,Headech,2019/10/31,Yes,Yes,Yes,Fail,Engineering
2473,3290,19100133,CASPER,WILLCOTT,63,21,2019/10/31,0,2399,Casper,Willcott,2019/10/31,Yes,Yes,Yes,Pass,Business
2474,3292,19100151,KRISTIAN,GIRHARD,54,23,2019/10/31,0,2410,Kristian,Girhard,2019/10/31,Yes,Yes,Yes,Pass,Engineering
2475,3293,19100156,MARIANNA,CASA,55,16,2019/10/31,0,2414,Marianna,Casa,2019/10/31,Yes,Yes,Yes,Pass,Business
2476,3294,19100194,LAZARUS,VARLEY,60,24,2019/10/31,0,2442,Lazarus,Varley,2019/10/31,Yes,Yes,Yes,Pass,Engineering
2477,3295,19100205,LUCAS,DUTHIE,54,21,2019/10/31,0,2448,Lucas,Duthie,2019/10/31,Yes,Yes,Yes,Fail,Business
2478,3296,19100237,HALE,SEVERNS,55,20,2019/10/31,0,2473,Hale,Severns,2019/10/31,Yes,Yes,Yes,Pass,Data
2479,3298,19100323,ARCHAMBAULT,EVANSON,54,22,2019/10/31,0,2525,Archambault,Evanson,2019/10/31,Yes,Yes,Yes,Pass,Data
2480,3299,19100343,YOLANE,LOWSELY,56,22,2019/10/31,0,2541,Yolane,Lowsely,2019/10/31,Yes,Yes,No,Fail,Business
2481,3303,19040052,ARDELIS,GYLLE,61,20,2019/04/04,0,2878,Ardelis,Gylle,2019/04/04,Yes,No,Yes,Fail,Data
2482,3304,19040062,MERCY,CORONAS,65,21,2019/04/04,0,2886,Mercy,Coronas,2019/04/04,Yes,Yes,Yes,Pass,Data
2483,3305,19040066,ISAC,PESCHMANN,63,17,2019/04/04,0,2890,Isac,Peschmann,2019/04/04,Yes,Yes,Yes,Pass,Engineering
2484,3306,19040073,RHONA,BISGROVE,60,21,2019/04/04,0,2895,Rhona,Bisgrove,2019/04/04,Yes,Yes,Yes,Pass,Business
2485,3308,19040079,GARDIE,SWAYSLAND,60,23,2019/04/04,0,2898,Gardie,Swaysland,2019/04/04,Yes,Yes,Yes,Pass,Data
2486,3309,19040088,CHARLOTTE,POSSA,50,17,2019/04/04,0,2906,Charlotte,Possa,2019/04/04,Yes,Yes,Yes,Pass,Data
2487,3310,19040097,NORBIE,IACOBUCCI,56,20,2019/04/04,0,2912,Norbie,Iacobucci,2019/04/04,Yes,Yes,Yes,Pass,Data
2488,3311,19040100,ANDREAS,KINCEY,53,18,2019/04/04,0,2914,Andreas,Kincey,2019/04/04,No,Yes,No,Fail,Business
2489,3313,19040134,ALBERTO,OSULLIVAN,67,26,2019/04/04,0,2940,Alberto,OSullivan,2019/04/04,Yes,Yes,No,Fail,Business
2490,3314,19040140,KLEMENT,HARLEY,64,25,2019/04/04,0,2946,Klement,Harley,2019/04/04,Yes,Yes,Yes,Pass,Business
2491,3315,19040169,JON,ARIES,59,18,2019/04/04,0,2964,Jon,Aries,2019/04/04,Yes,Yes,Yes,Pass,Engineering
2492,3316,19040174,DECK,EANNETTA,53,16,2019/04/04,0,2967,Deck,Eannetta,2019/04/04,Yes,Yes,No,Fail,Business
2493,3317,19040179,ROWNEY,VONHAGT,61,18,2019/04/04,0,2972,Rowney,VonHagt,2019/04/04,Yes,No,Yes,Fail,Data
2494,3318,19040196,JOSSELYN,O'SHEILS,51,17,2019/04/04,0,2983,Josselyn,O'Sheils,2019/04/04,No,Yes,No,Fail,Business
2495,3319,19040197,HARMON,JAGGI,56,20,2019/04/04,0,2984,Harmon,Jaggi,2019/04/04,No,Yes,Yes,Fail,Engineering
2496,3320,19040199,DAISY,BRIMS,65,17,2019/04/04,0,2985,Daisy,Brims,2019/04/04,Yes,Yes,Yes,Pass,Engineering
2497,3324,19040271,DARB,NOOR,59,19,2019/04/04,0,3033,Darb,Noor,2019/04/04,Yes,Yes,Yes,Pass,Business
2498,3325,19040287,ADAH,SPENCERS,52,22,2019/04/04,0,3046,Adah,Spencers,2019/04/04,Yes,Yes,Yes,Pass,Business
2499,3326,19040296,GABBIE,OVER,52,21,2019/04/04,0,3051,Gabbie,Over,2019/04/04,Yes,Yes,Yes,Pass,Business
2500,3327,19040305,BUD,CARLETTO,54,21,2019/04/04,0,3057,Bud,Carletto,2019/04/04,Yes,Yes,Yes,Pass,Engineering
2501,3328,19040312,SUNNY,MENAT,52,26,2019/04/04,0,3063,Sunny,Menat,2019/04/04,Yes,No,Yes,Fail,Data
2502,3329,19040332,REMINGTON,HENSMANS,51,17,2019/04/04,0,3074,Remington,Hensmans,2019/04/04,Yes,Yes,Yes,Pass,Data
2503,3330,19040346,PEARCE,MAXWALE,51,20,2019/04/04,0,3080,Pearce,Maxwale,2019/04/04,Yes,Yes,Yes,Pass,Engineering
2504,3332,19040352,THEA,PERSEY,51,20,2019/04/04,0,3083,Thea,Persey,2019/04/04,Yes,Yes,Yes,Fail,Data
2505,3333,19040358,BERRY,CODD,58,20,2019/04/04,0,3089,Berry,Codd,2019/04/04,Yes,No,No,Fail,Business
2506,3334,19040372,JACKY,REILINGEN,58,22,2019/04/04,0,3100,Jacky,Reilingen,2019/04/04,Yes,No,Yes,Fail,Business
2507,3335,19120012,TREFOR,KALINOWSKY,52,18,2019/12/04,1,932,Trefor,Kalinowsky,2019/12/04,Yes,Yes,Yes,Pass,Data
2508,3337,19120022,LEIGHTON,IDDY,61,24,2019/12/04,1,937,Leighton,Iddy,2019/12/04,No,Yes,Yes,Fail,Engineering
2509,3338,19120040,JORDAIN,ROCHESTER,67,21,2019/12/04,1,951,Jordain,Rochester,2019/12/04,Yes,Yes,No,Fail,Data
2510,3339,19120041,CLEMENTIA,BEASLEIGH,52,19,2019/12/04,1,952,Clementia,Beasleigh,2019/12/04,Yes,Yes,Yes,Pass,Business
2511,3340,19120046,CHRISTIAN,TUNNY,60,21,2019/12/04,1,954,Christian,Tunny,2019/12/04,Yes,Yes,Yes,Pass,Engineering
2512,3341,19120059,TRENNA,MCCURT,53,22,2019/12/04,1,964,Trenna,Mccurt,2019/12/04,Yes,No,No,Fail,Engineering
2513,3342,19120066,BERNHARD,BIRCHALL,56,18,2019/12/04,1,968,Bernhard,Birchall,2019/12/04,Yes,Yes,Yes,Pass,Data
2514,3343,19120081,FELICLE,KOPS,56,16,2019/12/04,1,976,Felicle,Kops,2019/12/04,Yes,Yes,Yes,Pass,Business
2515,3345,19120122,GUSTAVO,BAROK,52,26,2019/12/04,1,1002,Gustavo,Barok,2019/12/04,Yes,Yes,Yes,Pass,Engineering
2516,3346,19120139,ALETHEA,RANGELL,52,20,2019/12/04,1,1015,Alethea,Rangell,2019/12/04,No,Yes,No,Fail,Data
2517,3347,19120140,DANILA,LEAMON,54,18,2019/12/04,1,1016,Danila,Leamon,2019/12/04,Yes,No,Yes,Fail,Data
2518,3348,19120191,ESSY,HAGGUS,50,20,2019/12/04,1,1046,Essy,Haggus,2019/12/04,Yes,Yes,Yes,Fail,Engineering
2519,3349,19120194,MOSE,TRASE,53,20,2019/12/04,1,1048,Mose,Trase,2019/12/04,Yes,Yes,Yes,Pass,Data
2520,3350,19120198,SHANNA,JUNIPER,58,16,2019/12/04,1,1051,Shanna,Juniper,2019/12/04,No,Yes,Yes,Fail,Engineering
2521,3351,19120213,DARYN,DUGMORE,51,18,2019/12/04,1,1060,Daryn,Dugmore,2019/12/04,Yes,Yes,Yes,Pass,Engineering
2522,3353,19120247,GRANVILLE,SLAD,50,19,2019/12/04,1,1077,Granville,Slad,2019/12/04,Yes,Yes,Yes,Fail,Business
2523,3354,19120250,MICHAEL,ETTLES,55,21,2019/12/04,1,1080,Michael,Ettles,2019/12/04,Yes,Yes,Yes,Fail,Engineering
2524,3355,19120256,STEPHAN,MIDDLE,51,27,2019/12/04,1,1084,Stephan,Middle,2019/12/04,Yes,Yes,Yes,Pass,Data
2525,3357,19120281,GIB,KROL,63,16,2019/12/04,1,1101,Gib,Krol,2019/12/04,Yes,Yes,Yes,Pass,Data
2526,3359,19070062,EVERED,GIOVANIZIO,55,24,2019/07/04,0,348,Evered,Giovanizio,2019/07/04,No,Yes,Yes,Fail,Business
2527,3360,19070068,FAN,HEMBER,57,22,2019/07/04,0,352,Fan,Hember,2019/07/04,Yes,No,Yes,Fail,Business
2528,3361,19070113,SHARL,SHAMBROOKE,53,27,2019/07/04,0,382,Sharl,Shambrooke,2019/07/04,Yes,Yes,Yes,Fail,Engineering
2529,3362,19070125,BLONDY,FEARNALL,58,20,2019/07/04,0,393,Blondy,Fearnall,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2530,3364,19070136,LETIZIA,MCKERN,57,18,2019/07/04,0,396,Letizia,Mckern,2019/07/04,Yes,Yes,Yes,Pass,Business
2531,3365,19070139,SAL,INGLESENT,50,24,2019/07/04,0,398,Sal,Inglesent,2019/07/04,Yes,Yes,Yes,Pass,Data
2532,3366,19070145,GABI,IVINS,59,21,2019/07/04,0,401,Gabi,Ivins,2019/07/04,Yes,Yes,Yes,Pass,Business
2533,3367,19070150,HENRIETA,CHATTO,50,22,2019/07/04,0,405,Henrieta,Chatto,2019/07/04,Yes,Yes,Yes,Pass,Business
2534,3368,19070158,STEFFEN,MARCOMBE,63,19,2019/07/04,0,410,Steffen,Marcombe,2019/07/04,Yes,Yes,Yes,Pass,Business
2535,3369,19070174,TERIANN,MATYASHEV,51,21,2019/07/04,0,421,Teriann,Matyashev,2019/07/04,Yes,Yes,Yes,Pass,Business
2536,3370,19070195,NIALL,GRAINE,61,24,2019/07/04,0,437,Niall,Graine,2019/07/04,Yes,Yes,Yes,Pass,Business
2537,3371,19070208,DARIN,HEALING,55,23,2019/07/04,0,448,Darin,Healing,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2538,3372,19070212,DONNIE,SANDWICK,58,23,2019/07/04,0,452,Donnie,Sandwick,2019/07/04,Yes,Yes,No,Fail,Data
2539,3373,19070313,DYNA,SANGE,73,15,2019/07/04,0,518,Dyna,Sange,2019/07/04,Yes,Yes,No,Fail,Engineering
2540,3374,19070321,THOMA,BOLESWORTH,53,18,2019/07/04,0,524,Thoma,Bolesworth,2019/07/04,Yes,Yes,Yes,Pass,Data
2541,3375,19070332,NOBY,VACHER,56,19,2019/07/04,0,531,Noby,Vacher,2019/07/04,Yes,Yes,No,Fail,Business
2542,3377,19070415,MELODEE,CRIPPEN,59,18,2019/07/04,0,586,Melodee,Crippen,2019/07/04,Yes,Yes,Yes,Pass,Business
2543,3379,19070435,LOCK,ELLERKER,54,23,2019/07/04,0,599,Lock,Ellerker,2019/07/04,No,Yes,No,Fail,Data
2544,3380,19070451,HARMONIA,WINSPARE,58,21,2019/07/04,0,610,Harmonia,Winspare,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2545,3381,19060002,NICOLLE,RADFORD,55,22,2019/06/04,1,619,Nicolle,Radford,2019/07/04,Yes,Yes,Yes,Pass,Business
2546,3383,19060008,AURA,LOUCHE,54,15,2019/06/04,1,624,Aura,Louche,2019/07/04,Yes,Yes,Yes,Pass,Data
2547,3384,19060017,LUCIUS,BUSWELL,57,26,2019/06/04,1,629,Lucius,Buswell,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2548,3385,19060036,BAMBI,SEE,62,19,2019/06/04,1,642,Bambi,See,2019/07/04,Yes,Yes,Yes,Pass,Business
2549,3386,19060079,JOANA,FRAWLEY,58,21,2019/06/04,1,672,Joana,Frawley,2019/07/04,Yes,Yes,Yes,Pass,Business
2550,3387,19060109,VERNON,CURL,55,16,2019/06/04,1,694,Vernon,Curl,2019/07/04,Yes,Yes,Yes,Pass,Data
2551,3388,19060129,ELSIE,FURSLAND,53,17,2019/06/04,1,709,Elsie,Fursland,2019/07/04,Yes,Yes,Yes,Pass,Business
2552,3389,19060141,WADE,FRIEDENBACH,52,18,2019/06/04,1,714,Wade,Friedenbach,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2553,3390,19060158,VLADAMIR,WADDAMS,52,23,2019/06/04,1,722,Vladamir,Waddams,2019/07/04,Yes,Yes,Yes,Pass,Business
2554,3391,19060162,RONDA,BUDCOCK,55,19,2019/06/04,1,724,Ronda,Budcock,2019/07/04,Yes,Yes,Yes,Pass,Business
2555,3392,19060178,FRASER,HURNELL,52,20,2019/06/04,1,734,Fraser,Hurnell,2019/07/04,Yes,Yes,Yes,Pass,Business
2556,3394,19060204,KATALIN,REDLEY,55,21,2019/06/04,1,748,Katalin,Redley,2019/07/04,Yes,Yes,Yes,Pass,Business
2557,3395,19060226,AMBROSI,CARNOW,56,20,2019/06/04,1,764,Ambrosi,Carnow,2019/07/04,Yes,No,Yes,Fail,Business
2558,3396,19060238,JON,RAIKES,62,25,2019/06/04,1,771,Jon,Raikes,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2559,3397,19060265,JULIE,CONDLIFFE,58,19,2019/06/04,1,789,Julie,Condliffe,2019/07/04,Yes,Yes,Yes,Pass,Data
2560,3398,19060267,AL,HUGONET,59,21,2019/06/04,1,791,Al,Hugonet,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2561,3402,19060291,MATTHIEW,TUMBRIDGE,56,15,2019/06/04,1,804,Matthiew,Tumbridge,2019/07/04,Yes,Yes,Yes,Pass,Data
2562,3404,19060315,FARREL,BERTL,56,16,2019/06/04,1,825,Farrel,Bertl,2019/07/04,No,Yes,Yes,Fail,Data
2563,3405,19060326,ABRAM,GOLDSTER,56,15,2019/06/04,1,837,Abram,Goldster,2019/07/04,Yes,Yes,Yes,Pass,Data
2564,3407,19060353,ELISABETH,EBBUTT,66,23,2019/06/04,1,856,Elisabeth,Ebbutt,2019/07/04,Yes,Yes,Yes,Pass,Data
2565,3409,19060371,HARTWELL,JEWESS,63,22,2019/06/04,1,865,Hartwell,Jewess,2019/07/04,Yes,Yes,Yes,Pass,Data
2566,3410,19060384,CELESTINA,AYSIK,55,21,2019/06/04,1,873,Celestina,Aysik,2019/07/04,Yes,Yes,Yes,Pass,Engineering
2567,3411,19060390,BRANDY,IANNAZZI,57,19,2019/06/04,1,877,Brandy,Iannazzi,2019/07/04,Yes,Yes,Yes,Pass,Data
2568,3413,19060421,SELBY,FLOYD,61,20,2019/06/04,1,901,Selby,Floyd,2019/07/04,Yes,Yes,Yes,Pass,Data
2569,3414,19060430,KENTON,KILGROVE,52,18,2019/06/04,1,908,Kenton,Kilgrove,2019/07/04,Yes,Yes,Yes,Pass,Data
2570,3415,19090001,DULCINE,DUFFIL,62,25,2019/09/04,1,2572,Dulcine,Duffil,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2571,3416,19090016,VIVIAN,SYSON,56,17,2019/09/04,1,2580,Vivian,Syson,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2572,3417,19090019,HERTA,STAINER,59,19,2019/09/04,1,2581,Herta,Stainer,2019/09/04,Yes,Yes,Yes,Pass,Data
2573,3418,19090034,OMERO,SHILL,52,17,2019/09/04,1,2591,Omero,Shill,2019/09/04,Yes,Yes,Yes,Pass,Business
2574,3419,19090048,VACHEL,CAREN,60,18,2019/09/04,1,2601,Vachel,Caren,2019/09/04,Yes,Yes,No,Fail,Business
2575,3421,19090070,ARMANDO,SCHIRAK,53,15,2019/09/04,1,2614,Armando,Schirak,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2576,3422,19090077,IMMANUEL,VALEK,53,23,2019/09/04,1,2618,Immanuel,Valek,2019/09/04,Yes,No,Yes,Fail,Engineering
2577,3425,19090150,VANCE,FEY,50,22,2019/09/04,1,2668,Vance,Fey,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2578,3426,19090163,MANFRED,SWYER-SEXEY,52,19,2019/09/04,1,2678,Manfred,Swyer-Sexey,2019/09/04,Yes,No,Yes,Fail,Data
2579,3427,19090168,WEBSTER,HANRATTY,52,22,2019/09/04,1,2682,Webster,Hanratty,2019/09/04,No,Yes,Yes,Fail,Engineering
2580,3429,19090193,BRYANT,LOSSELJONG,64,22,2019/09/04,1,2696,Bryant,Losseljong,2019/09/04,Yes,Yes,Yes,Pass,Business
2581,3430,19090243,KRIS,BALASSI,53,17,2019/09/04,1,2731,Kris,Balassi,2019/09/04,Yes,Yes,No,Fail,Engineering
2582,3432,19090258,NONA,COGHLAN,53,20,2019/09/04,1,2743,Nona,Coghlan,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2583,3433,19090285,CARMELIA,GHEORGHE,52,23,2019/09/04,1,2760,Carmelia,Gheorghe,2019/09/04,Yes,No,Yes,Fail,Business
2584,3434,19090287,CARE,IFE,51,22,2019/09/04,1,2762,Care,Ife,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2585,3435,19090327,MERLINA,YASHANOV,54,21,2019/09/04,1,2791,Merlina,Yashanov,2019/09/04,Yes,Yes,Yes,Pass,Data
2586,3436,19090346,TEDDY,BARACLOUGH,59,17,2019/09/04,1,2801,Teddy,Baraclough,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2587,3437,19090349,PETRINA,STERLAND,58,21,2019/09/04,1,2803,Petrina,Sterland,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2588,3438,19090355,ERNA,MILNE,51,19,2019/09/04,1,2809,Erna,Milne,2019/09/04,Yes,Yes,Yes,Pass,Business
2589,3439,19090357,ANNA,LAMPERTI,60,25,2019/09/04,1,2811,Anna,Lamperti,2019/09/04,Yes,Yes,Yes,Pass,Data
2590,3441,19090376,EUGEN,BOGGS,54,19,2019/09/04,1,2821,Eugen,Boggs,2019/09/04,Yes,Yes,Yes,Pass,Data
2591,3442,19090381,BABITA,BRAMSEN,67,20,2019/09/04,1,2825,Babita,Bramsen,2019/09/04,Yes,No,Yes,Fail,Business
2592,3444,19090404,TOBY,STADDEN,60,23,2019/09/04,1,2839,Toby,Stadden,2019/09/04,Yes,Yes,Yes,Pass,Engineering
2593,3445,19090408,ENGRACIA,POLYCOTE,55,22,2019/09/04,1,2842,Engracia,Polycote,2019/09/04,Yes,Yes,Yes,Pass,Business
2594,3446,19090410,ARMAN,BORIBAL,67,17,2019/09/04,1,2843,Arman,Boribal,2019/09/04,Yes,Yes,Yes,Pass,Data
2595,3447,19120000,TOBE,MARKOVIC,55,16,2019/12/05,0,923,Tobe,Markovic,2019/12/05,No,Yes,Yes,Fail,Data
2596,3448,19120005,BENITA,DOWNGATE,60,23,2019/12/05,0,927,Benita,Downgate,2019/12/05,Yes,Yes,Yes,Pass,Engineering
2597,3450,19120037,JACQUETTA,PILL,53,20,2019/12/05,0,949,Jacquetta,Pill,2019/12/05,No,Yes,Yes,Fail,Data
2598,3451,19120051,TERENCIO,MULLES,58,19,2019/12/05,0,958,Terencio,Mulles,2019/12/05,Yes,Yes,Yes,Pass,Data
2599,3452,19120057,DEEYN,KLIMKIN,50,21,2019/12/05,0,962,Deeyn,Klimkin,2019/12/05,Yes,No,Yes,Fail,Business
2600,3454,19120094,ALLIE,SHEBER,67,21,2019/12/05,0,984,Allie,Sheber,2019/12/05,Yes,Yes,Yes,Pass,Business
2601,3455,19120110,KENTON,ELVISH,58,15,2019/12/05,0,994,Kenton,Elvish,2019/12/05,Yes,Yes,Yes,Pass,Data
2602,3457,19120128,FLORE,MASDEN,57,25,2019/12/05,0,1007,Flore,Masden,2019/12/05,Yes,Yes,Yes,Pass,Engineering
2603,3459,19120168,MAXIE,YERBORN,72,22,2019/12/05,0,1034,Maxie,Yerborn,2019/12/05,Yes,Yes,Yes,Pass,Data
2604,3460,19120169,CLARK,KOVACS,57,16,2019/12/05,0,1035,Clark,Kovacs,2019/12/05,Yes,Yes,Yes,Pass,Engineering
2605,3461,19120182,BLISSE,VINICK,51,18,2019/12/05,0,1041,Blisse,Vinick,2019/12/05,No,Yes,Yes,Fail,Data
2606,3463,19120254,AUGUSTINE,SULTANA,51,22,2019/12/05,0,1083,Augustine,Sultana,2019/12/05,Yes,Yes,Yes,Pass,Engineering
2607,3464,19120265,AMIL,COYSH,65,19,2019/12/05,0,1090,Amil,Coysh,2019/12/05,Yes,No,No,Fail,Business
2608,3466,19120273,ELEANOR,DENINGTON,53,17,2019/12/05,0,1095,Eleanor,Denington,2019/12/05,Yes,Yes,Yes,Pass,Engineering
2609,3467,19120278,GIANINA,WANDLESS,64,24,2019/12/05,0,1098,Gianina,Wandless,2019/12/05,Yes,Yes,Yes,Pass,Data
2610,3468,19020023,MAGDA,MCKIRTON,57,18,2019/02/05,1,1119,Magda,Mckirton,2019/02/05,Yes,Yes,Yes,Pass,Engineering
2611,3469,19020026,GABRILA,HEHIR,54,15,2019/02/05,1,1121,Gabrila,Hehir,2019/02/05,Yes,Yes,No,Fail,Engineering
2612,3470,19020040,ALUINO,SAINTER,53,17,2019/02/05,1,1129,Aluino,Sainter,2019/02/05,Yes,Yes,Yes,Pass,Engineering
2613,3471,19020045,POUL,BASNETT,59,21,2019/02/05,1,1133,Poul,Basnett,2019/02/05,No,Yes,Yes,Fail,Engineering
2614,3472,19020052,NICOLETTE,BONEHILL,52,23,2019/02/05,1,1139,Nicolette,Bonehill,2019/02/05,No,Yes,Yes,Fail,Engineering
2615,3473,19020100,FABIEN,HARDAWAY,59,20,2019/02/05,1,1172,Fabien,Hardaway,2019/02/05,Yes,Yes,Yes,Pass,Engineering
2616,3475,19020116,KERIANN,CRAMBIE,64,18,2019/02/05,1,1181,Keriann,Crambie,2019/02/05,Yes,Yes,Yes,Pass,Business
2617,3477,19020136,NIKOLA,GIROLDI,60,20,2019/02/05,1,1195,Nikola,Giroldi,2019/02/05,Yes,Yes,Yes,Pass,Business
2618,3479,19020144,ROWE,FRITTER,68,22,2019/02/05,1,1201,Rowe,Fritter,2019/02/05,Yes,Yes,Yes,Pass,Business
2619,3480,19020146,DAISIE,WILDSMITH,53,19,2019/02/05,1,1203,Daisie,Wildsmith,2019/02/05,Yes,Yes,Yes,Pass,Business
2620,3481,19020151,SHANON,OLDKNOW,54,19,2019/02/05,1,1208,Shanon,Oldknow,2019/02/05,Yes,Yes,Yes,Pass,Data
2621,3482,19020158,ROLLO,QUARRY,60,27,2019/02/05,1,1211,Rollo,Quarry,2019/02/05,Yes,Yes,Yes,Pass,Data
2622,3484,19020200,KALEB,CAPPEL,68,22,2019/02/05,1,1241,Kaleb,Cappel,2019/02/05,Yes,Yes,Yes,Pass,Data
2623,3485,19020208,ALPHARD,MARRISON,60,25,2019/02/05,1,1249,Alphard,Marrison,2019/02/05,Yes,Yes,No,Fail,Data
2624,3489,19020251,JOY,CRITTEN,61,23,2019/02/05,1,1278,Joy,Critten,2019/02/05,Yes,Yes,Yes,Fail,Engineering
2625,3491,19020264,PADGET,GILLYATT,66,18,2019/02/05,1,1288,Padget,Gillyatt,2019/02/05,Yes,Yes,Yes,Pass,Data
2626,3492,19020266,EMMALYNN,VALENTETTI,57,19,2019/02/05,1,1291,Emmalynn,Valentetti,2019/02/05,Yes,Yes,Yes,Pass,Engineering
2627,3493,19020278,ARLEY,PINNEGAR,52,23,2019/02/05,1,1298,Arley,Pinnegar,2019/02/05,Yes,Yes,No,Fail,Engineering
2628,3494,19020297,FELICITY,BIGGANS,57,19,2019/02/05,1,1312,Felicity,Biggans,2019/02/05,Yes,No,Yes,Fail,Data
2629,3495,19020313,COLENE,DEGLIANTONI,52,26,2019/02/05,1,1322,Colene,DegliAntoni,2019/02/05,Yes,Yes,Yes,Pass,Business
2630,3496,19020325,RAIMUNDO,STACEY,54,23,2019/02/05,1,1328,Raimundo,Stacey,2019/02/05,Yes,Yes,Yes,Fail,Business
2631,3497,19020327,FELICIO,MCGILLIVRAY,55,20,2019/02/05,1,1330,Felicio,Mcgillivray,2019/02/05,Yes,Yes,No,Fail,Engineering
2632,3498,19020349,CARYN,ADRIAAN,67,22,2019/02/05,1,1344,Caryn,Adriaan,2019/02/05,Yes,Yes,Yes,Pass,Engineering
2633,3499,19020362,DIANDRA,SEARLES,51,21,2019/02/05,1,1354,Diandra,Searles,2019/02/05,Yes,Yes,Yes,Pass,Business
2634,3500,19020363,ANDREY,LAWLANCE,65,15,2019/02/05,1,1355,Andrey,Lawlance,2019/02/05,Yes,Yes,Yes,Pass,Business
2635,3501,19020371,CARROLL,BENYON,57,20,2019/02/05,1,1361,Carroll,Benyon,2019/02/05,Yes,Yes,Yes,Pass,Data
2636,3502,19060009,CULLY,SEWARD,51,22,2019/06/05,1,625,Cully,Seward,2019/07/05,Yes,No,Yes,Fail,Data
2637,3503,19060021,GRANTHEM,LONG,57,22,2019/06/05,1,633,Granthem,Long,2019/07/05,Yes,Yes,Yes,Pass,Engineering
2638,3504,19060066,FREDDIE,LUDLAM,52,16,2019/06/05,1,663,Freddie,Ludlam,2019/07/05,Yes,No,Yes,Fail,Data
