,Name,Psychometrics,Presentation,Date,Location
12,WARDE FROWEN,44/100,25/32,2019/01/30,London Academy
13,DENI ROUST,55/100,21/32,2019/01/30,London Academy
14,HI TEE,60/100,23/32,2019/01/30,London Academy
15,BENNY SMALLSMAN,67/100,13/32,2019/01/30,London Academy
16,JAZMIN DARK,49/100,20/32,2019/01/30,London Academy
17,DIANE-MARIE HILLING,47/100,23/32,2019/01/30,London Academy
18,KERI CREWE,49/100,17/32,2019/01/30,London Academy
19,JENDA FERNANDEZ,53/100,23/32,2019/01/30,London Academy
20,TYRONE BAILES,50/100,22/32,2019/01/30,London Academy
21,LOY MULVY,59/100,22/32,2019/01/30,London Academy
22,IRVINE LAWREY,45/100,19/32,2019/01/30,London Academy
23,CARLO TWINING,57/100,22/32,2019/01/30,London Academy
0,GEORGENA TCHAIKOVSKY,49/100,22/32,2019/07/30,London Academy
1,AILI BURSNOLL,59/100,24/32,2019/07/30,London Academy
2,VANESSA GIVES,60/100,23/32,2019/07/30,London Academy
3,HARTWELL SILVER,59/100,18/32,2019/07/30,London Academy
4,BERTRAM ESGATE,51/100,21/32,2019/07/30,London Academy
5,EMILY BARRAS,53/100,16/32,2019/07/30,London Academy
6,ISIDORA ENGLEFIELD,38/100,17/32,2019/07/30,London Academy
7,MARLON RESIDE,55/100,18/32,2019/07/30,London Academy
8,AGACE O'SHIELDS,58/100,24/32,2019/07/30,London Academy
9,COBBIE WOLFINGER,65/100,22/32,2019/07/30,London Academy
10,KIRBY MINTER,54/100,12/32,2019/07/30,London Academy
11,AGUSTE TANN,58/100,18/32,2019/07/30,London Academy
12,PREN VARCOE,60/100,15/32,2019/07/30,London Academy
13,ENGRACIA ANDRIOLLI,58/100,20/32,2019/07/30,London Academy
14,RODGE GARLICK,45/100,25/32,2019/07/30,London Academy
15,BARCLAY MORTER,50/100,24/32,2019/07/30,London Academy
16,CLARY HERTWELL,60/100,17/32,2019/07/30,London Academy
17,YEHUDIT KILLINGBECK,62/100,17/32,2019/07/30,London Academy
18,ANET SATTERLEY,61/100,19/32,2019/07/30,London Academy
19,STANISLAUS SENDLEY,58/100,17/32,2019/07/30,London Academy
20,BRAD COLEYSHAW,56/100,21/32,2019/07/30,London Academy
21,AGGIE REMMERS,59/100,21/32,2019/07/30,London Academy
22,KRIS WHALEY,53/100,16/32,2019/07/30,London Academy
23,KIRSTEN SPELMAN,53/100,20/32,2019/07/30,London Academy
24,ADALINE DURTNELL,60/100,24/32,2019/07/30,London Academy
25,MARNA MATSKEVICH,57/100,19/32,2019/07/30,London Academy
26,EBERHARD CATTEMULL,58/100,23/32,2019/07/30,London Academy
27,MEYER DOBBISON,59/100,18/32,2019/07/30,London Academy
28,BEAUREGARD HOULD,60/100,26/32,2019/07/30,London Academy
29,MICHEAL DI MATTEO,57/100,23/32,2019/07/30,London Academy
0,NATA BOHMAN,60/100,25/32,2019/05/30,Birmingham Academy
1,BENNIE LATAN,60/100,26/32,2019/05/30,Birmingham Academy
2,NOEL HAYLAND,60/100,23/32,2019/05/30,Birmingham Academy
3,NILES HAUGHIN,41/100,23/32,2019/05/30,Birmingham Academy
4,GAWEN MURRICANES,52/100,21/32,2019/05/30,Birmingham Academy
5,MEGAN HALLIHAN,59/100,19/32,2019/05/30,Birmingham Academy
6,CHARISSA BRIIGINSHAW,73/100,20/32,2019/05/30,Birmingham Academy
7,MILL URIDGE,60/100,13/32,2019/05/30,Birmingham Academy
8,SAMUELE MELPUSS,48/100,22/32,2019/05/30,Birmingham Academy
9,BERTIE MACAFEE,59/100,17/32,2019/05/30,Birmingham Academy
10,BENITA ROBBEL,59/100,18/32,2019/05/30,Birmingham Academy
11,DAILE KITCHINHAM,47/100,17/32,2019/05/30,Birmingham Academy
12,TRUMAINE CHASTNEY,51/100,21/32,2019/05/30,Birmingham Academy
13,CESARO DODGSHON,67/100,23/32,2019/05/30,Birmingham Academy
14,MARIUS SOLTAN,55/100,22/32,2019/05/30,Birmingham Academy
15,ULRIKAUMEKO YEANDEL,58/100,27/32,2019/05/30,Birmingham Academy
16,DEONNE PROTT,59/100,20/32,2019/05/30,Birmingham Academy
17,JANELLE FORBEAR,56/100,19/32,2019/05/30,Birmingham Academy
18,ALLISTIR LANGRICK,63/100,24/32,2019/05/30,Birmingham Academy
19,JANINA MUNCER,54/100,20/32,2019/05/30,Birmingham Academy
0,CURRY DUNNAN,58/100,18/32,2019/10/30,London Academy
1,WILLABELLA LANCHBERRY,54/100,27/32,2019/10/30,London Academy
2,GAILE CARPENTER,39/100,24/32,2019/10/30,London Academy
3,KASEY MATTACKS,59/100,23/32,2019/10/30,London Academy
4,AGNESSE BEEKEN,60/100,25/32,2019/10/30,London Academy
5,JERRYLEE KOENEN,45/100,17/32,2019/10/30,London Academy
6,MIC WILSHIRE,52/100,21/32,2019/10/30,London Academy
7,LANNI ARROWSMITH,53/100,19/32,2019/10/30,London Academy
8,GERLADINA REYNOLDS,45/100,21/32,2019/10/30,London Academy
9,NEFEN WOLTON,60/100,25/32,2019/10/30,London Academy
10,MARY DARNBROUGH,62/100,23/32,2019/10/30,London Academy
11,DAPHENE BARKLY,57/100,20/32,2019/10/30,London Academy
12,JANNA HOULAGHAN,56/100,18/32,2019/10/30,London Academy
13,FLORELLA BOAYS,62/100,19/32,2019/10/30,London Academy
14,ABDEL SHOVEL,56/100,18/32,2019/10/30,London Academy
15,LUISA GRIFFE,64/100,20/32,2019/10/30,London Academy
16,KAYCEE MATTUSEVICH,58/100,15/32,2019/10/30,London Academy
17,ARIELLE DONATI,62/100,22/32,2019/10/30,London Academy
18,SIBYLLE THOMAZIN,42/100,19/32,2019/10/30,London Academy
19,DI SIMONICH,55/100,21/32,2019/10/30,London Academy
20,ANNADIANA LUMSDEN,61/100,16/32,2019/10/30,London Academy
21,LOLA EBSWORTH,57/100,22/32,2019/10/30,London Academy
22,JANOS SHELLSHEERE,46/100,21/32,2019/10/30,London Academy
23,RURIK CRIMMINS,46/100,21/32,2019/10/30,London Academy
24,ABRAHAN BIGGERDIKE,48/100,14/32,2019/10/30,London Academy
25,GRAEHME SEAMER,52/100,20/32,2019/10/30,London Academy
26,PIER SPATIG,60/100,25/32,2019/10/30,London Academy
0,KILEY CLAVEY,62/100,24/32,2019/01/31,Birmingham Academy
1,SHURLOCKE CRINGLE,49/100,18/32,2019/01/31,Birmingham Academy
2,BASE DOGGETT,38/100,24/32,2019/01/31,Birmingham Academy
3,ALMIRE TEWKESBERRY,70/100,19/32,2019/01/31,Birmingham Academy
4,BARTHOLEMY TRIPPITT,60/100,13/32,2019/01/31,Birmingham Academy
5,BRIANA BRADER,59/100,19/32,2019/01/31,Birmingham Academy
6,DEONNE SIMIONATO,64/100,15/32,2019/01/31,Birmingham Academy
7,COZMO ABEL,51/100,22/32,2019/01/31,Birmingham Academy
8,LEMMIE JENDRICH,54/100,24/32,2019/01/31,Birmingham Academy
9,ERAN VARGA,57/100,13/32,2019/01/31,Birmingham Academy
10,PAMELA GADMAN,53/100,19/32,2019/01/31,Birmingham Academy
11,BENDIX BONNETTE,49/100,17/32,2019/01/31,Birmingham Academy
12,PET WISE,56/100,15/32,2019/01/31,Birmingham Academy
13,ULICK PICKERVANCE,59/100,18/32,2019/01/31,Birmingham Academy
14,ART MITKIN,57/100,18/32,2019/01/31,Birmingham Academy
15,SIBLEY ADDISON,56/100,22/32,2019/01/31,Birmingham Academy
16,SILVAIN GEEVE,49/100,18/32,2019/01/31,Birmingham Academy
17,AINDREA DAVIO,60/100,21/32,2019/01/31,Birmingham Academy
18,DARYLE JANOCH,63/100,15/32,2019/01/31,Birmingham Academy
19,GERHARD MCGRATH,62/100,25/32,2019/01/31,Birmingham Academy
0,MATTHIEU DULAKE,58/100,22/32,2019/07/31,London Academy
1,SHURLOCK DUTCH,43/100,24/32,2019/07/31,London Academy
2,CRISTINA FINLAN,56/100,20/32,2019/07/31,London Academy
3,CHRISTIE BLINCOE,51/100,24/32,2019/07/31,London Academy
4,GARDNER ESTICK,60/100,22/32,2019/07/31,London Academy
5,NATASHA CHRISTOL,51/100,26/32,2019/07/31,London Academy
6,RIANNON BARACLOUGH,62/100,16/32,2019/07/31,London Academy
7,TALLIA RUSHFORD,57/100,19/32,2019/07/31,London Academy
8,ANGELICA NEISSEN,53/100,17/32,2019/07/31,London Academy
9,LANGSTON ADAMSKI,54/100,23/32,2019/07/31,London Academy
10,AMERIGO HEYS,51/100,26/32,2019/07/31,London Academy
11,DEBI GOLD,42/100,14/32,2019/07/31,London Academy
12,NATALIE NORWICH,54/100,17/32,2019/07/31,London Academy
13,BENJAMIN CHASTAND,54/100,24/32,2019/07/31,London Academy
14,ELSWORTH BENDTSEN,51/100,23/32,2019/07/31,London Academy
15,ANABELLA WILCOX,48/100,24/32,2019/07/31,London Academy
16,REGINA CALVER,58/100,16/32,2019/07/31,London Academy
17,KARLA WINDRIDGE,61/100,21/32,2019/07/31,London Academy
18,LANNIE MINISTER,68/100,24/32,2019/07/31,London Academy
19,TOWNY POVALL,60/100,19/32,2019/07/31,London Academy
20,JOLETTA KALINOWSKY,51/100,25/32,2019/07/31,London Academy
21,SIMONETTE MAWSON,61/100,24/32,2019/07/31,London Academy
22,MILLY ISON,59/100,21/32,2019/07/31,London Academy
23,CON HAXLEY,50/100,23/32,2019/07/31,London Academy
24,BRYANTY GREENACRE,53/100,23/32,2019/07/31,London Academy
25,VIVIANNE SHILLS,53/100,20/32,2019/07/31,London Academy
26,RENADO BULFOOT,65/100,18/32,2019/07/31,London Academy
0,JANNA WIFFIELD,59/100,20/32,2019/10/31,Birmingham Academy
1,CASS JENYNS,47/100,21/32,2019/10/31,Birmingham Academy
2,FAIR LUCIA,53/100,24/32,2019/10/31,Birmingham Academy
3,HOMER SEBBORN,54/100,24/32,2019/10/31,Birmingham Academy
4,PHILLIP HEADECH,54/100,16/32,2019/10/31,Birmingham Academy
5,CASPER WILLCOTT,63/100,21/32,2019/10/31,Birmingham Academy
6,BETTY FRENSCH,45/100,22/32,2019/10/31,Birmingham Academy
7,KRISTIAN GIRHARD,54/100,23/32,2019/10/31,Birmingham Academy
8,MARIANNA CASA,55/100,16/32,2019/10/31,Birmingham Academy
9,LAZARUS VARLEY,60/100,24/32,2019/10/31,Birmingham Academy
10,LUCAS DUTHIE,54/100,21/32,2019/10/31,Birmingham Academy
11,HALE SEVERNS,55/100,20/32,2019/10/31,Birmingham Academy
12,ARNE MORANDO,60/100,12/32,2019/10/31,Birmingham Academy
13,ARCHAMBAULT EVANSON,54/100,22/32,2019/10/31,Birmingham Academy
14,YOLANE LOWSELY,56/100,22/32,2019/10/31,Birmingham Academy
15,CECIL LEHRER,39/100,22/32,2019/10/31,Birmingham Academy
0,BARD DEMONGE,42/100,21/32,2019/04/04,Birmingham Academy
1,ELYSSA SPENCELEY,45/100,16/32,2019/04/04,Birmingham Academy
2,ARDELIS GYLLE,61/100,20/32,2019/04/04,Birmingham Academy
3,MERCY CORONAS,65/100,21/32,2019/04/04,Birmingham Academy
4,ISAC PESCHMANN,63/100,17/32,2019/04/04,Birmingham Academy
5,RHONA BISGROVE,60/100,21/32,2019/04/04,Birmingham Academy
6,LAMONT LEVERINGTON,44/100,20/32,2019/04/04,Birmingham Academy
7,GARDIE SWAYSLAND,60/100,23/32,2019/04/04,Birmingham Academy
8,CHARLOTTE POSSA,50/100,17/32,2019/04/04,Birmingham Academy
9,NORBIE IACOBUCCI,56/100,20/32,2019/04/04,Birmingham Academy
10,ANDREAS KINCEY,53/100,18/32,2019/04/04,Birmingham Academy
11,VACLAV KETTLESTRINGES,48/100,18/32,2019/04/04,Birmingham Academy
12,ALBERTO O SULLIVAN,67/100,26/32,2019/04/04,Birmingham Academy
13,KLEMENT HARLEY,64/100,25/32,2019/04/04,Birmingham Academy
14,JON ARIES,59/100,18/32,2019/04/04,Birmingham Academy
15,DECK EANNETTA,53/100,16/32,2019/04/04,Birmingham Academy
16,ROWNEY VON HAGT,61/100,18/32,2019/04/04,Birmingham Academy
17,JOSSELYN O'SHEILS,51/100,17/32,2019/04/04,Birmingham Academy
18,HARMON JAGGI,56/100,20/32,2019/04/04,Birmingham Academy
19,DAISY BRIMS,65/100,17/32,2019/04/04,Birmingham Academy
20,BARON FRESCHI,49/100,24/32,2019/04/04,Birmingham Academy
21,HAYWOOD SANDEFORD,47/100,22/32,2019/04/04,Birmingham Academy
22,FLO MCSPARRAN,47/100,19/32,2019/04/04,Birmingham Academy
23,DARB NOOR,59/100,19/32,2019/04/04,Birmingham Academy
24,ADAH SPENCERS,52/100,22/32,2019/04/04,Birmingham Academy
25,GABBIE OVER,52/100,21/32,2019/04/04,Birmingham Academy
26,BUD CARLETTO,54/100,21/32,2019/04/04,Birmingham Academy
27,SUNNY MENAT,52/100,26/32,2019/04/04,Birmingham Academy
28,REMINGTON HENSMANS,51/100,17/32,2019/04/04,Birmingham Academy
29,PEARCE MAXWALE,51/100,20/32,2019/04/04,Birmingham Academy
30,TIFFIE BARENSKIE,46/100,19/32,2019/04/04,Birmingham Academy
31,THEA PERSEY,51/100,20/32,2019/04/04,Birmingham Academy
32,BERRY CODD,58/100,20/32,2019/04/04,Birmingham Academy
33,JACKY REILINGEN,58/100,22/32,2019/04/04,Birmingham Academy
0,TREFOR KALINOWSKY,52/100,18/32,2019/12/04,London Academy
1,GERTRUDIS BALHATCHET,49/100,18/32,2019/12/04,London Academy
2,LEIGHTON IDDY,61/100,24/32,2019/12/04,London Academy
3,JORDAIN ROCHESTER,67/100,21/32,2019/12/04,London Academy
4,CLEMENTIA BEASLEIGH,52/100,19/32,2019/12/04,London Academy
5,CHRISTIAN TUNNY,60/100,21/32,2019/12/04,London Academy
6,TRENNA MCCURT,53/100,22/32,2019/12/04,London Academy
7,BERNHARD BIRCHALL,56/100,18/32,2019/12/04,London Academy
8,FELICLE KOPS,56/100,16/32,2019/12/04,London Academy
9,LARA DOUGHERTY,36/100,20/32,2019/12/04,London Academy
10,GUSTAVO BAROK,52/100,26/32,2019/12/04,London Academy
11,ALETHEA RANGELL,52/100,20/32,2019/12/04,London Academy
12,DANILA LEAMON,54/100,18/32,2019/12/04,London Academy
13,ESSY HAGGUS,50/100,20/32,2019/12/04,London Academy
14,MOSE TRASE,53/100,20/32,2019/12/04,London Academy
15,SHANNA JUNIPER,58/100,16/32,2019/12/04,London Academy
16,DARYN DUGMORE,51/100,18/32,2019/12/04,London Academy
17,LINDSAY HENINGHEM,39/100,21/32,2019/12/04,London Academy
18,GRANVILLE SLAD,50/100,19/32,2019/12/04,London Academy
19,MICHAEL ETTLES,55/100,21/32,2019/12/04,London Academy
20,STEPHAN MIDDLE,51/100,27/32,2019/12/04,London Academy
21,JESSEE BLAGBROUGH,45/100,24/32,2019/12/04,London Academy
22,GIB KROL,63/100,16/32,2019/12/04,London Academy
0,DEVON MCCRACKEN,45/100,17/32,2019/07/04,Birmingham Academy
1,EVERED GIOVANIZIO,55/100,24/32,2019/07/04,Birmingham Academy
2,FAN HEMBER,57/100,22/32,2019/07/04,Birmingham Academy
3,SHARL SHAMBROOKE,53/100,27/32,2019/07/04,Birmingham Academy
4,BLONDY FEARNALL,58/100,20/32,2019/07/04,Birmingham Academy
5,HAROUN DOWBER,47/100,15/32,2019/07/04,Birmingham Academy
6,LETIZIA MCKERN,57/100,18/32,2019/07/04,Birmingham Academy
7,SAL INGLESENT,50/100,24/32,2019/07/04,Birmingham Academy
8,GABI IVINS,59/100,21/32,2019/07/04,Birmingham Academy
9,HENRIETA CHATTO,50/100,22/32,2019/07/04,Birmingham Academy
10,STEFFEN MARCOMBE,63/100,19/32,2019/07/04,Birmingham Academy
11,TERIANN MATYASHEV,51/100,21/32,2019/07/04,Birmingham Academy
12,NIALL GRAINE,61/100,24/32,2019/07/04,Birmingham Academy
13,DARIN HEALING,55/100,23/32,2019/07/04,Birmingham Academy
14,DONNIE SANDWICK,58/100,23/32,2019/07/04,Birmingham Academy
15,DYNA SANGE,73/100,15/32,2019/07/04,Birmingham Academy
16,THOMA BOLESWORTH,53/100,18/32,2019/07/04,Birmingham Academy
17,NOBY VACHER,56/100,19/32,2019/07/04,Birmingham Academy
18,JOELA GALEA,46/100,20/32,2019/07/04,Birmingham Academy
19,MELODEE CRIPPEN,59/100,18/32,2019/07/04,Birmingham Academy
20,CLARETTE PEXTON,59/100,12/32,2019/07/04,Birmingham Academy
21,LOCK ELLERKER,54/100,23/32,2019/07/04,Birmingham Academy
22,HARMONIA WINSPARE,58/100,21/32,2019/07/04,Birmingham Academy
0,NICOLLE RADFORD,55/100,22/32,2019/06/04,London Academy
1,REBEKKAH AIRDRIE,56/100,13/32,2019/06/04,London Academy
2,AURA LOUCHE,54/100,15/32,2019/06/04,London Academy
3,LUCIUS BUSWELL,57/100,26/32,2019/06/04,London Academy
4,BAMBI SEE,62/100,19/32,2019/06/04,London Academy
5,JOANA FRAWLEY,58/100,21/32,2019/06/04,London Academy
6,VERNON CURL,55/100,16/32,2019/06/04,London Academy
7,ELSIE FURSLAND,53/100,17/32,2019/06/04,London Academy
8,WADE FRIEDENBACH,52/100,18/32,2019/06/04,London Academy
9,VLADAMIR WADDAMS,52/100,23/32,2019/06/04,London Academy
10,RONDA BUDCOCK,55/100,19/32,2019/06/04,London Academy
11,FRASER HURNELL,52/100,20/32,2019/06/04,London Academy
12,SHANDEIGH ILYUSHKIN,48/100,20/32,2019/06/04,London Academy
13,KATALIN REDLEY,55/100,21/32,2019/06/04,London Academy
14,AMBROSI CARNOW,56/100,20/32,2019/06/04,London Academy
15,JON RAIKES,62/100,25/32,2019/06/04,London Academy
16,JULIE CONDLIFFE,58/100,19/32,2019/06/04,London Academy
17,AL HUGONET,59/100,21/32,2019/06/04,London Academy
18,EDWARD GALLOP,49/100,14/32,2019/06/04,London Academy
19,ASH HANSEN,40/100,17/32,2019/06/04,London Academy
20,PERCIVAL BERRYCLOTH,47/100,22/32,2019/06/04,London Academy
21,MATTHIEW TUMBRIDGE,56/100,15/32,2019/06/04,London Academy
22,DRU MALING,43/100,25/32,2019/06/04,London Academy
23,FARREL BERTL,56/100,16/32,2019/06/04,London Academy
24,ABRAM GOLDSTER,56/100,15/32,2019/06/04,London Academy
25,WESTLEIGH ALEKSIDZE,49/100,22/32,2019/06/04,London Academy
26,ELISABETH EBBUTT,66/100,23/32,2019/06/04,London Academy
27,CHANDLER TREGUST,36/100,17/32,2019/06/04,London Academy
28,HARTWELL JEWESS,63/100,22/32,2019/06/04,London Academy
29,CELESTINA AYSIK,55/100,21/32,2019/06/04,London Academy
30,BRANDY IANNAZZI,57/100,19/32,2019/06/04,London Academy
31,BELVIA O'NEILL,44/100,19/32,2019/06/04,London Academy
32,SELBY FLOYD,61/100,20/32,2019/06/04,London Academy
33,KENTON KILGROVE,52/100,18/32,2019/06/04,London Academy
0,DULCINE DUFFIL,62/100,25/32,2019/09/04,London Academy
1,VIVIAN SYSON,56/100,17/32,2019/09/04,London Academy
2,HERTA STAINER,59/100,19/32,2019/09/04,London Academy
3,OMERO SHILL,52/100,17/32,2019/09/04,London Academy
4,VACHEL CAREN,60/100,18/32,2019/09/04,London Academy
5,LENORA KARPINSKI,68/100,10/32,2019/09/04,London Academy
6,ARMANDO SCHIRAK,53/100,15/32,2019/09/04,London Academy
7,IMMANUEL VALEK,53/100,23/32,2019/09/04,London Academy
8,PATTON JOLIN,57/100,14/32,2019/09/04,London Academy
9,RANDEE LORRAIN,45/100,19/32,2019/09/04,London Academy
10,VANCE FEY,50/100,22/32,2019/09/04,London Academy
11,MANFRED SWYER-SEXEY,52/100,19/32,2019/09/04,London Academy
12,WEBSTER HANRATTY,52/100,22/32,2019/09/04,London Academy
13,MIN YANSON,49/100,24/32,2019/09/04,London Academy
14,BRYANT LOSSELJONG,64/100,22/32,2019/09/04,London Academy
15,KRIS BALASSI,53/100,17/32,2019/09/04,London Academy
16,JOELA SANJA,47/100,19/32,2019/09/04,London Academy
17,NONA COGHLAN,53/100,20/32,2019/09/04,London Academy
18,CARMELIA GHEORGHE,52/100,23/32,2019/09/04,London Academy
19,CARE IFE,51/100,22/32,2019/09/04,London Academy
20,MERLINA YASHANOV,54/100,21/32,2019/09/04,London Academy
21,TEDDY BARACLOUGH,59/100,17/32,2019/09/04,London Academy
22,PETRINA STERLAND,58/100,21/32,2019/09/04,London Academy
23,ERNA MILNE,51/100,19/32,2019/09/04,London Academy
24,ANNA LAMPERTI,60/100,25/32,2019/09/04,London Academy
25,RAQUEL BASTIDE,59/100,14/32,2019/09/04,London Academy
26,EUGEN BOGGS,54/100,19/32,2019/09/04,London Academy
27,BABITA BRAMSEN,67/100,20/32,2019/09/04,London Academy
28,KOREY ENNOR,45/100,22/32,2019/09/04,London Academy
29,TOBY STADDEN,60/100,23/32,2019/09/04,London Academy
30,ENGRACIA POLYCOTE,55/100,22/32,2019/09/04,London Academy
31,ARMAN BORIBAL,67/100,17/32,2019/09/04,London Academy
0,TOBE MARKOVIC,55/100,16/32,2019/12/05,Birmingham Academy
1,BENITA DOWNGATE,60/100,23/32,2019/12/05,Birmingham Academy
2,DIONIS ROWATT,65/100,10/32,2019/12/05,Birmingham Academy
3,JACQUETTA PILL,53/100,20/32,2019/12/05,Birmingham Academy
4,TERENCIO MULLES,58/100,19/32,2019/12/05,Birmingham Academy
5,DEEYN KLIMKIN,50/100,21/32,2019/12/05,Birmingham Academy
6,GIRALDA SLOSS,47/100,24/32,2019/12/05,Birmingham Academy
7,ALLIE SHEBER,67/100,21/32,2019/12/05,Birmingham Academy
8,KENTON ELVISH,58/100,15/32,2019/12/05,Birmingham Academy
9,OLIVIERO TUNNICLIFFE,42/100,16/32,2019/12/05,Birmingham Academy
10,FLORE MASDEN,57/100,25/32,2019/12/05,Birmingham Academy
11,ORLANDO BORROWMAN,48/100,21/32,2019/12/05,Birmingham Academy
12,MAXIE YERBORN,72/100,22/32,2019/12/05,Birmingham Academy
13,CLARK KOVACS,57/100,16/32,2019/12/05,Birmingham Academy
14,BLISSE VINICK,51/100,18/32,2019/12/05,Birmingham Academy
15,ALEJOA VATCHER,49/100,17/32,2019/12/05,Birmingham Academy
16,AUGUSTINE SULTANA,51/100,22/32,2019/12/05,Birmingham Academy
17,AMIL COYSH,65/100,19/32,2019/12/05,Birmingham Academy
18,RONNICA LINFIELD,47/100,23/32,2019/12/05,Birmingham Academy
19,ELEANOR DENINGTON,53/100,17/32,2019/12/05,Birmingham Academy
20,GIANINA WANDLESS,64/100,24/32,2019/12/05,Birmingham Academy
0,MAGDA MCKIRTON,57/100,18/32,2019/02/05,London Academy
1,GABRILA HEHIR,54/100,15/32,2019/02/05,London Academy
2,ALUINO SAINTER,53/100,17/32,2019/02/05,London Academy
3,POUL BASNETT,59/100,21/32,2019/02/05,London Academy
4,NICOLETTE BONEHILL,52/100,23/32,2019/02/05,London Academy
5,FABIEN HARDAWAY,59/100,20/32,2019/02/05,London Academy
6,HAILY TOMKINS,48/100,18/32,2019/02/05,London Academy
7,KERIANN CRAMBIE,64/100,18/32,2019/02/05,London Academy
8,ALIX BURRIDGE,47/100,17/32,2019/02/05,London Academy
9,NIKOLA GIROLDI,60/100,20/32,2019/02/05,London Academy
10,FREDERICA KEHER,47/100,21/32,2019/02/05,London Academy
11,ROWE FRITTER,68/100,22/32,2019/02/05,London Academy
12,DAISIE WILDSMITH,53/100,19/32,2019/02/05,London Academy
13,SHANON OLDKNOW,54/100,19/32,2019/02/05,London Academy
14,ROLLO QUARRY,60/100,27/32,2019/02/05,London Academy
15,FRANKLYN GILLMAN,47/100,15/32,2019/02/05,London Academy
16,KALEB CAPPEL,68/100,22/32,2019/02/05,London Academy
17,ALPHARD MARRISON,60/100,25/32,2019/02/05,London Academy
18,MATTHIEW OLEKHOV,47/100,19/32,2019/02/05,London Academy
19,GARRARD YAKUNIN,46/100,15/32,2019/02/05,London Academy
20,CYNTHY RAIKER,49/100,11/32,2019/02/05,London Academy
21,JOY CRITTEN,61/100,23/32,2019/02/05,London Academy
22,RANDOLF BORASTON,55/100,14/32,2019/02/05,London Academy
23,PADGET GILLYATT,66/100,18/32,2019/02/05,London Academy
24,EMMALYNN VALENTETTI,57/100,19/32,2019/02/05,London Academy
25,ARLEY PINNEGAR,52/100,23/32,2019/02/05,London Academy
26,FELICITY BIGGANS,57/100,19/32,2019/02/05,London Academy
27,COLENE DEGLI ANTONI,52/100,26/32,2019/02/05,London Academy
28,RAIMUNDO STACEY,54/100,23/32,2019/02/05,London Academy
29,FELICIO MCGILLIVRAY,55/100,20/32,2019/02/05,London Academy
30,CARYN ADRIAAN,67/100,22/32,2019/02/05,London Academy
31,DIANDRA SEARLES,51/100,21/32,2019/02/05,London Academy
32,ANDREY LAWLANCE,65/100,15/32,2019/02/05,London Academy
33,CARROLL BENYON,57/100,20/32,2019/02/05,London Academy
0,CULLY SEWARD,51/100,22/32,2019/06/05,London Academy
1,GRANTHEM LONG,57/100,22/32,2019/06/05,London Academy
2,FREDDIE LUDLAM,52/100,16/32,2019/06/05,London Academy
3,WILLOW GAYWOOD,44/100,23/32,2019/06/05,London Academy
4,SAWYERE PASKELL,57/100,22/32,2019/06/05,London Academy
5,GARRICK FAIRBANKS,51/100,11/32,2019/06/05,London Academy
6,NOMI VERNE,52/100,21/32,2019/06/05,London Academy
7,VERLA DI ANTONIO,52/100,24/32,2019/06/05,London Academy
8,EBENESER HANDY,59/100,24/32,2019/06/05,London Academy
9,TRACEE HAWKSWOOD,48/100,26/32,2019/06/05,London Academy
10,DERRIK LUMBERS,48/100,19/32,2019/06/05,London Academy
11,JECHO ROUSEL,70/100,18/32,2019/06/05,London Academy
12,BETSEY CHADWELL,49/100,18/32,2019/06/05,London Academy
13,CLAUDIO HANDRICK,58/100,18/32,2019/06/05,London Academy
14,MARILLIN ROSENDALL,64/100,16/32,2019/06/05,London Academy
15,GAVAN SOLTAN,55/100,22/32,2019/06/05,London Academy
16,HILLIARD BROCKETT,66/100,23/32,2019/06/05,London Academy
17,YANKEE REIHM,56/100,16/32,2019/06/05,London Academy
18,LOUELLA CUPPITT,54/100,17/32,2019/06/05,London Academy
19,CHADD ELLEN,59/100,19/32,2019/06/05,London Academy
20,CLYVE BRADDEN,54/100,25/32,2019/06/05,London Academy
21,AUGUSTIN TABRETT,51/100,24/32,2019/06/05,London Academy
22,NANNI CALDERA,51/100,18/32,2019/06/05,London Academy
23,JOACHIM GUSLON,59/100,24/32,2019/06/05,London Academy
24,DIXIE MACRAE,54/100,21/32,2019/06/05,London Academy
25,LEWISS SABBAN,50/100,16/32,2019/06/05,London Academy
26,HATTIE DULLARD,50/100,24/32,2019/06/05,London Academy
0,PENNI GRIOLI,60/100,15/32,2019/03/05,London Academy
1,VALE FISHBIE,59/100,22/32,2019/03/05,London Academy
2,AUGUSTO BEARBLOCK,41/100,19/32,2019/03/05,London Academy
3,GABIE MALETRATT,54/100,18/32,2019/03/05,London Academy
4,VINNIE GIMBRETT,62/100,17/32,2019/03/05,London Academy
5,VANDA BOATE,65/100,21/32,2019/03/05,London Academy
6,CALLIE GLASSCOCK,59/100,21/32,2019/03/05,London Academy
7,ELEONORA BLEAZARD,55/100,25/32,2019/03/05,London Academy
8,KRISTOFORO HEMPHREY,48/100,24/32,2019/03/05,London Academy
9,ANASTASIA HOWSAM,62/100,15/32,2019/03/05,London Academy
10,WEYLIN CULPIN,64/100,24/32,2019/03/05,London Academy
11,AIDAN ELRICK,61/100,27/32,2019/03/05,London Academy
12,WELBIE CURGENVEN,60/100,22/32,2019/03/05,London Academy
13,AGOSTO MEADDOWCROFT,59/100,20/32,2019/03/05,London Academy
14,TIPHANY GRIBBEN,56/100,18/32,2019/03/05,London Academy
15,RENNIE KENNSLEY,54/100,19/32,2019/03/05,London Academy
